ID, Age, Gender, Income
CUST-61467 - 18 - Female - $30210.1
CUST-35333 - 18 - Female - $30944.1
CUST-70535 - 18 - Female - $31266.7
CUST-90358 - 18 - Female - $31391.1
CUST-28038 - 18 - Female - $31938.4
CUST-70530 - 18 - Female - $32589.4
CUST-35344 - 18 - Female - $32722.6
CUST-39412 - 18 - Female - $32906.8
CUST-81019 - 18 - Female - $33089
CUST-84577 - 18 - Female - $33621.4
CUST-79579 - 18 - Female - $33630.4
CUST-36186 - 18 - Female - $34005.2
CUST-86171 - 18 - Female - $34568.2
CUST-82140 - 18 - Female - $35121.4
CUST-77595 - 18 - Female - $35677.2
CUST-34423 - 18 - Female - $35709.7
CUST-26266 - 18 - Female - $35773.4
CUST-81142 - 18 - Female - $36415.8
CUST-27406 - 18 - Female - $36470.6
CUST-51544 - 18 - Female - $36647.5
CUST-14746 - 18 - Female - $36867.6
CUST-40605 - 18 - Female - $36968.2
CUST-32335 - 18 - Female - $36981.1
CUST-94121 - 18 - Female - $37048
CUST-60779 - 18 - Female - $37085.2
CUST-16722 - 18 - Female - $37431.7
CUST-61043 - 18 - Female - $37575.3
CUST-74236 - 18 - Female - $37615.1
CUST-29864 - 18 - Female - $38040.4
CUST-12604 - 18 - Female - $38144.6
CUST-83360 - 18 - Female - $38509.8
CUST-67540 - 18 - Female - $38629
CUST-23031 - 18 - Female - $38658.1
CUST-11699 - 18 - Female - $38851
CUST-45012 - 18 - Female - $38906.1
CUST-11031 - 18 - Female - $39339.9
CUST-93125 - 18 - Female - $39402.6
CUST-65914 - 18 - Female - $39678.8
CUST-17343 - 18 - Female - $39756
CUST-10017 - 18 - Female - $40113.5
CUST-92731 - 18 - Female - $40524.9
CUST-49400 - 18 - Female - $40762.8
CUST-70094 - 18 - Female - $40827.7
CUST-50125 - 18 - Female - $41060
CUST-83943 - 18 - Female - $41471.9
CUST-54906 - 18 - Female - $41641.1
CUST-96880 - 18 - Female - $42236.9
CUST-47769 - 18 - Female - $42671.8
CUST-74335 - 18 - Female - $43314.1
CUST-43947 - 18 - Female - $43816.2
CUST-27001 - 18 - Female - $44081.7
CUST-27081 - 18 - Female - $44096.1
CUST-27153 - 18 - Female - $44205.3
CUST-30219 - 18 - Female - $44208.7
CUST-42116 - 18 - Female - $44479.7
CUST-34372 - 18 - Female - $44501.4
CUST-49426 - 18 - Female - $45867.4
CUST-61170 - 18 - Female - $46517.5
CUST-61173 - 18 - Female - $46617.5
CUST-62911 - 18 - Female - $46954.7
CUST-92016 - 18 - Female - $47061.8
CUST-92218 - 18 - Female - $47366.2
CUST-68696 - 18 - Female - $47567.6
CUST-82159 - 18 - Female - $47763.8
CUST-99809 - 18 - Female - $47769.8
CUST-89728 - 18 - Female - $48616.3
CUST-19018 - 18 - Female - $48645.2
CUST-67210 - 18 - Female - $48980.9
CUST-95723 - 18 - Female - $49064.4
CUST-90837 - 18 - Female - $49374.8
CUST-22691 - 18 - Female - $50384.8
CUST-97778 - 18 - Female - $50652.7
CUST-87890 - 18 - Female - $51333.7
CUST-65056 - 18 - Female - $51350.2
CUST-26410 - 18 - Female - $51374.4
CUST-63684 - 18 - Female - $51664
CUST-48549 - 18 - Female - $52199.2
CUST-34441 - 18 - Female - $52281
CUST-70350 - 18 - Female - $52837.1
CUST-17848 - 18 - Female - $52914.9
CUST-33824 - 18 - Female - $53170.1
CUST-35266 - 18 - Female - $53257.1
CUST-97331 - 18 - Female - $53912.6
CUST-57135 - 18 - Female - $54745.4
CUST-36777 - 18 - Female - $54807.5
CUST-67749 - 18 - Female - $54840
CUST-52818 - 18 - Female - $54876.8
CUST-11060 - 18 - Female - $55065.3
CUST-70258 - 18 - Female - $55210.1
CUST-73201 - 18 - Female - $55457.1
CUST-18940 - 18 - Female - $56037.3
CUST-18057 - 18 - Female - $56093.1
CUST-27727 - 18 - Female - $56098.7
CUST-14586 - 18 - Female - $56555
CUST-60585 - 18 - Female - $56686.2
CUST-27157 - 18 - Female - $56990.8
CUST-11806 - 18 - Female - $57032.3
CUST-47244 - 18 - Female - $57355.2
CUST-68652 - 18 - Female - $57874.3
CUST-85450 - 18 - Female - $57976.9
CUST-80750 - 18 - Female - $58197.9
CUST-10740 - 18 - Female - $58230.1
CUST-65501 - 18 - Female - $58240.8
CUST-19481 - 18 - Female - $58386.4
CUST-70998 - 18 - Female - $58644.5
CUST-66056 - 18 - Female - $59382.4
CUST-27685 - 18 - Female - $59395.2
CUST-70692 - 18 - Female - $60084.9
CUST-47920 - 18 - Female - $60217.7
CUST-22643 - 18 - Female - $60277.1
CUST-30551 - 18 - Female - $60526.1
CUST-65845 - 18 - Female - $60597.4
CUST-85546 - 18 - Female - $60747.6
CUST-47855 - 18 - Female - $60771.8
CUST-32875 - 18 - Female - $60882.2
CUST-48374 - 18 - Female - $61063.6
CUST-61868 - 18 - Female - $62134.6
CUST-21987 - 18 - Female - $62247.9
CUST-49551 - 18 - Female - $62710.5
CUST-77723 - 18 - Female - $62850.7
CUST-21932 - 18 - Female - $62955.5
CUST-11310 - 18 - Female - $62971.3
CUST-71193 - 18 - Female - $63066.3
CUST-25596 - 18 - Female - $63160.1
CUST-22903 - 18 - Female - $63349.9
CUST-18437 - 18 - Female - $64480.4
CUST-63243 - 18 - Female - $64708.7
CUST-94465 - 18 - Female - $65045.8
CUST-97192 - 18 - Female - $66524.4
CUST-18649 - 18 - Female - $67300.1
CUST-64416 - 18 - Female - $67923.1
CUST-26290 - 18 - Female - $68045.6
CUST-12663 - 18 - Female - $69035.3
CUST-84041 - 18 - Female - $69081.4
CUST-57667 - 18 - Female - $70072.3
CUST-93218 - 18 - Female - $70078
CUST-99676 - 18 - Female - $70331.4
CUST-18231 - 18 - Female - $70366.9
CUST-50376 - 18 - Female - $71503.9
CUST-84855 - 18 - Female - $71606.4
CUST-13548 - 18 - Female - $71656.3
CUST-16121 - 18 - Female - $71792.2
CUST-25459 - 18 - Female - $71881.6
CUST-25344 - 18 - Female - $71916.8
CUST-62238 - 18 - Female - $72671.9
CUST-61810 - 18 - Female - $72729.9
CUST-95103 - 18 - Female - $72855.8
CUST-21377 - 18 - Female - $73589.8
CUST-11556 - 18 - Female - $73814.2
CUST-76201 - 18 - Female - $73963.5
CUST-15556 - 18 - Female - $74351.8
CUST-40504 - 18 - Female - $74353.3
CUST-83094 - 18 - Female - $75512.2
CUST-92683 - 18 - Female - $75647.5
